filename,num_taxa,msa_length,median_seq_length
10483_NT_AL_AA.fasta.zip,188,770,767.0
10484_NT_AL_AA.fasta.zip,183,766,765
10486_NT_AL_AA.fasta.zip,188,482,476.0
10487_NT_AL_AA.fasta.zip,190,478,475.0
10488_NT_AL_AA.fasta.zip,188,399,358.0
10489_NT_AL_AA.fasta.zip,180,827,813.0
10490_NT_AL_AA.fasta.zip,189,233,232
10491_NT_AL_AA.fasta.zip,182,415,401.0
10492_NT_AL_AA.fasta.zip,188,629,623.0
10493_NT_AL_AA.fasta.zip,182,422,399.0
10494_NT_AL_AA.fasta.zip,185,447,426
10495_NT_AL_AA.fasta.zip,182,585,581.0
10497_NT_AL_AA.fasta.zip,139,4370,2396
10498_NT_AL_AA.fasta.zip,167,592,567
10499_NT_AL_AA.fasta.zip,188,1485,1460.0
104_NT_AL_AA.fasta.zip,184,710,695.0
10500_NT_AL_AA.fasta.zip,180,1016,959.0
10501_NT_AL_AA.fasta.zip,178,936,873.0
10505_NT_AL_AA.fasta.zip,184,797,770.0
10507_NT_AL_AA.fasta.zip,169,872,850
10509_NT_AL_AA.fasta.zip,184,833,797.5
1050_NT_AL_AA.fasta.zip,173,392,352
10512_NT_AL_AA.fasta.zip,185,763,750
10513_NT_AL_AA.fasta.zip,188,589,585.0
10514_NT_AL_AA.fasta.zip,188,1665,1308.0
10516_NT_AL_AA.fasta.zip,186,493,441.0
10518_NT_AL_AA.fasta.zip,182,184,184.0
10519_NT_AL_AA.fasta.zip,182,197,191.0
1051_NT_AL_AA.fasta.zip,160,389,341.0
10521_NT_AL_AA.fasta.zip,182,657,652.0
10522_NT_AL_AA.fasta.zip,175,585,561
10523_NT_AL_AA.fasta.zip,184,1073,922.0
10524_NT_AL_AA.fasta.zip,188,546,546.0
10525_NT_AL_AA.fasta.zip,188,1040,995.0
10526_NT_AL_AA.fasta.zip,175,1077,1037
10527_NT_AL_AA.fasta.zip,187,1038,1038
10528_NT_AL_AA.fasta.zip,186,629,594.0
10529_NT_AL_AA.fasta.zip,180,1033,1011.0
1052_NT_AL_AA.fasta.zip,155,306,266
10531_NT_AL_AA.fasta.zip,183,1051,1031
10533_NT_AL_AA.fasta.zip,185,696,693
10534_NT_AL_AA.fasta.zip,188,210,198.0
10535_NT_AL_AA.fasta.zip,179,303,298
10536_NT_AL_AA.fasta.zip,182,790,725.0
105371045_NT_AL_AA.fasta.zip,143,305,257
105372280_NT_AL_AA.fasta.zip,164,86,72.0
105375355_NT_AL_AA.fasta.zip,178,299,270.5
105378220_NT_AL_AA.fasta.zip,93,844,285
105378696_NT_AL_AA.fasta.zip,123,209,176
105378952_NT_AL_AA.fasta.zip,10,572,275.5
10537_NT_AL_AA.fasta.zip,128,161,155.0
10538_NT_AL_AA.fasta.zip,189,129,125
10539_NT_AL_AA.fasta.zip,174,334,330.0
1053_NT_AL_AA.fasta.zip,189,287,281
10540_NT_AL_AA.fasta.zip,153,419,403
10541_NT_AL_AA.fasta.zip,159,291,249
10542_NT_AL_AA.fasta.zip,183,92,91
10544_NT_AL_AA.fasta.zip,185,264,238
10548_NT_AL_AA.fasta.zip,187,613,606
10549_NT_AL_AA.fasta.zip,181,273,262
1054_NT_AL_AA.fasta.zip,181,154,149
10550_NT_AL_AA.fasta.zip,186,188,188.0
10551_NT_AL_AA.fasta.zip,184,178,175.0
10552_NT_AL_AA.fasta.zip,188,372,370.0
10553_NT_AL_AA.fasta.zip,185,269,267
10554_NT_AL_AA.fasta.zip,187,292,286
10555_NT_AL_AA.fasta.zip,179,409,275
10556_NT_AL_AA.fasta.zip,188,272,268.0
10557_NT_AL_AA.fasta.zip,178,286,281.0
10558_NT_AL_AA.fasta.zip,173,473,473
10559_NT_AL_AA.fasta.zip,189,336,334
10560_NT_AL_AA.fasta.zip,187,516,493
10562_NT_AL_AA.fasta.zip,186,503,463.0
10563_NT_AL_AA.fasta.zip,180,108,102.0
10564_NT_AL_AA.fasta.zip,183,1882,1782
10565_NT_AL_AA.fasta.zip,187,1855,1848
10566_NT_AL_AA.fasta.zip,184,892,847.0
10567_NT_AL_AA.fasta.zip,187,188,185
10568_NT_AL_AA.fasta.zip,169,714,669
10569_NT_AL_AA.fasta.zip,189,594,586
1056_NT_AL_AA.fasta.zip,175,650,582
10570_NT_AL_AA.fasta.zip,90,579,572.0
10572_NT_AL_AA.fasta.zip,185,186,173
10573_NT_AL_AA.fasta.zip,186,256,255.0
10574_NT_AL_AA.fasta.zip,190,546,543.0
10575_NT_AL_AA.fasta.zip,187,542,539
10576_NT_AL_AA.fasta.zip,186,535,535.0
10577_NT_AL_AA.fasta.zip,188,151,149.0
10579_NT_AL_AA.fasta.zip,171,2095,1871
10580_NT_AL_AA.fasta.zip,187,1890,1426
10584_NT_AL_AA.fasta.zip,189,278,277
10585_NT_AL_AA.fasta.zip,186,728,721.0
10586_NT_AL_AA.fasta.zip,182,359,359.0
10587_NT_AL_AA.fasta.zip,186,493,487.0
10589_NT_AL_AA.fasta.zip,181,209,200
1058_NT_AL_AA.fasta.zip,182,195,132.0
10590_NT_AL_AA.fasta.zip,168,277,276.0
10591_NT_AL_AA.fasta.zip,182,163,145.0
10592_NT_AL_AA.fasta.zip,186,1194,1191.0
10594_NT_AL_AA.fasta.zip,188,2335,2335.0
10595_NT_AL_AA.fasta.zip,180,912,893.0
10598_NT_AL_AA.fasta.zip,190,345,338.0
1059_NT_AL_AA.fasta.zip,165,667,596
105_NT_AL_AA.fasta.zip,176,722,697.0
10600_NT_AL_AA.fasta.zip,184,848,821.0
10602_NT_AL_AA.fasta.zip,184,264,254.0
10603_NT_AL_AA.fasta.zip,182,700,611.0
10605_NT_AL_AA.fasta.zip,188,505,476.0
10607_NT_AL_AA.fasta.zip,183,801,796
10608_NT_AL_AA.fasta.zip,174,213,209.0
10609_NT_AL_AA.fasta.zip,174,463,437.0
1060_NT_AL_AA.fasta.zip,181,1136,930
10610_NT_AL_AA.fasta.zip,180,385,362.5
10611_NT_AL_AA.fasta.zip,181,746,617
10612_NT_AL_AA.fasta.zip,188,744,744.0
10613_NT_AL_AA.fasta.zip,146,349,347.0
10614_NT_AL_AA.fasta.zip,180,494,358.5
10615_NT_AL_AA.fasta.zip,188,1710,1186.0
10616_NT_AL_AA.fasta.zip,187,511,505
10617_NT_AL_AA.fasta.zip,174,434,424.0
10618_NT_AL_AA.fasta.zip,134,843,212.0
10620_NT_AL_AA.fasta.zip,186,608,547.0
10621_NT_AL_AA.fasta.zip,187,317,316
10622_NT_AL_AA.fasta.zip,187,243,223
10623_NT_AL_AA.fasta.zip,188,538,534.0
10625_NT_AL_AA.fasta.zip,186,643,642.0
10626_NT_AL_AA.fasta.zip,164,581,553.0
10628_NT_AL_AA.fasta.zip,186,400,389.0
10629_NT_AL_AA.fasta.zip,177,639,618
1062_NT_AL_AA.fasta.zip,177,3779,2630
10630_NT_AL_AA.fasta.zip,176,190,156.5
10631_NT_AL_AA.fasta.zip,184,863,836.0
10632_NT_AL_AA.fasta.zip,187,105,103
10633_NT_AL_AA.fasta.zip,178,208,200.0
10634_NT_AL_AA.fasta.zip,184,758,679.0
10635_NT_AL_AA.fasta.zip,184,423,324.0
10636_NT_AL_AA.fasta.zip,179,591,562
1063_NT_AL_AA.fasta.zip,183,4632,3071
10640_NT_AL_AA.fasta.zip,188,708,708.0
10641_NT_AL_AA.fasta.zip,189,380,377
10642_NT_AL_AA.fasta.zip,189,578,576
10643_NT_AL_AA.fasta.zip,181,592,577
10644_NT_AL_AA.fasta.zip,186,605,597.0
10645_NT_AL_AA.fasta.zip,187,616,577
10650_NT_AL_AA.fasta.zip,180,156,153.0
10651_NT_AL_AA.fasta.zip,187,263,263
10652_NT_AL_AA.fasta.zip,185,199,198
10653_NT_AL_AA.fasta.zip,178,255,252.0
10654_NT_AL_AA.fasta.zip,184,196,190.0
10655_NT_AL_AA.fasta.zip,185,616,556
10656_NT_AL_AA.fasta.zip,175,351,345
10657_NT_AL_AA.fasta.zip,190,486,443.0
10658_NT_AL_AA.fasta.zip,190,514,514.0
10659_NT_AL_AA.fasta.zip,184,500,496.0
10660_NT_AL_AA.fasta.zip,175,288,281
10661_NT_AL_AA.fasta.zip,187,396,360
10663_NT_AL_AA.fasta.zip,186,333,330.0
10664_NT_AL_AA.fasta.zip,189,733,727
10665_NT_AL_AA.fasta.zip,84,997,308.0
10666_NT_AL_AA.fasta.zip,184,355,325.0
10667_NT_AL_AA.fasta.zip,180,462,451.0
10668_NT_AL_AA.fasta.zip,190,337,332.0
10669_NT_AL_AA.fasta.zip,183,395,261
10670_NT_AL_AA.fasta.zip,168,313,313.0
10671_NT_AL_AA.fasta.zip,181,195,190
10672_NT_AL_AA.fasta.zip,183,377,377
10673_NT_AL_AA.fasta.zip,183,294,279
10675_NT_AL_AA.fasta.zip,171,557,522
10677_NT_AL_AA.fasta.zip,188,826,814.0
10678_NT_AL_AA.fasta.zip,186,398,397.0
10681_NT_AL_AA.fasta.zip,182,350,350.0
10682_NT_AL_AA.fasta.zip,180,233,230.0
10683_NT_AL_AA.fasta.zip,184,673,580.0
10686_NT_AL_AA.fasta.zip,190,238,235.0
10687_NT_AL_AA.fasta.zip,167,379,364
1068_NT_AL_AA.fasta.zip,172,174,172.0
10690_NT_AL_AA.fasta.zip,189,360,359
10691_NT_AL_AA.fasta.zip,186,576,573.0
10692_NT_AL_AA.fasta.zip,184,342,337.0
10693_NT_AL_AA.fasta.zip,180,539,528.0
10694_NT_AL_AA.fasta.zip,174,545,545.0
10695_NT_AL_AA.fasta.zip,189,303,277
10699_NT_AL_AA.fasta.zip,183,1042,1016
1069_NT_AL_AA.fasta.zip,175,174,172
1070_NT_AL_AA.fasta.zip,181,172,167
10712_NT_AL_AA.fasta.zip,183,729,669
10713_NT_AL_AA.fasta.zip,146,578,565.0
10714_NT_AL_AA.fasta.zip,186,491,464.0
10716_NT_AL_AA.fasta.zip,186,693,682.0
10717_NT_AL_AA.fasta.zip,189,758,739
10718_NT_AL_AA.fasta.zip,169,768,712
10721_NT_AL_AA.fasta.zip,182,2683,2572.5
10723_NT_AL_AA.fasta.zip,181,1110,1048
10724_NT_AL_AA.fasta.zip,186,923,915.0
10725_NT_AL_AA.fasta.zip,187,1621,1546
10726_NT_AL_AA.fasta.zip,189,342,332
10728_NT_AL_AA.fasta.zip,183,160,160
1072_NT_AL_AA.fasta.zip,182,167,166.0
10730_NT_AL_AA.fasta.zip,180,721,712.0
10732_NT_AL_AA.fasta.zip,171,498,419
10733_NT_AL_AA.fasta.zip,183,993,963
10734_NT_AL_AA.fasta.zip,184,1272,1217.0
10735_NT_AL_AA.fasta.zip,181,1272,1268
10736_NT_AL_AA.fasta.zip,183,302,296
1073_NT_AL_AA.fasta.zip,180,168,165.0
10741_NT_AL_AA.fasta.zip,153,187,186
10742_NT_AL_AA.fasta.zip,184,567,524.0
10743_NT_AL_AA.fasta.zip,188,2127,1867.0
10745_NT_AL_AA.fasta.zip,177,783,760
10746_NT_AL_AA.fasta.zip,180,624,619.0
10747_NT_AL_AA.fasta.zip,181,735,683
10749_NT_AL_AA.fasta.zip,186,1141,1102.0
10752_NT_AL_AA.fasta.zip,161,1241,1225
10753_NT_AL_AA.fasta.zip,165,726,686
10755_NT_AL_AA.fasta.zip,181,350,333
10758_NT_AL_AA.fasta.zip,190,584,562.0
1075_NT_AL_AA.fasta.zip,185,479,461
10761_NT_AL_AA.fasta.zip,174,187,182.0
10762_NT_AL_AA.fasta.zip,187,505,458
10763_NT_AL_AA.fasta.zip,173,3257,1606
10765_NT_AL_AA.fasta.zip,171,1541,1532
10766_NT_AL_AA.fasta.zip,188,377,344.0
10767_NT_AL_AA.fasta.zip,184,697,682.0
10768_NT_AL_AA.fasta.zip,184,537,530.0
10769_NT_AL_AA.fasta.zip,177,700,684
10771_NT_AL_AA.fasta.zip,183,621,617
10772_NT_AL_AA.fasta.zip,188,265,262.0
10773_NT_AL_AA.fasta.zip,180,427,424.0
10775_NT_AL_AA.fasta.zip,168,227,220.0
10776_NT_AL_AA.fasta.zip,180,113,112.0
10777_NT_AL_AA.fasta.zip,188,881,844.0
10782_NT_AL_AA.fasta.zip,161,719,601
10783_NT_AL_AA.fasta.zip,188,315,313.0
10785_NT_AL_AA.fasta.zip,188,428,398.0
10786_NT_AL_AA.fasta.zip,134,504,494.0
10787_NT_AL_AA.fasta.zip,187,1134,1134
10788_NT_AL_AA.fasta.zip,181,1596,1572
10791_NT_AL_AA.fasta.zip,179,110,110
10797_NT_AL_AA.fasta.zip,186,356,350.0
107983988_NT_AL_AA.fasta.zip,115,1837,1088
107983993_NT_AL_AA.fasta.zip,106,261,251.0
107984345_NT_AL_AA.fasta.zip,70,52,51.0
107984640_NT_AL_AA.fasta.zip,119,116,99
107986096_NT_AL_AA.fasta.zip,152,204,187.0
107986818_NT_AL_AA.fasta.zip,76,127,127.0
10799_NT_AL_AA.fasta.zip,186,368,363.0
10800_NT_AL_AA.fasta.zip,170,344,340.0
10801_NT_AL_AA.fasta.zip,179,590,557
10802_NT_AL_AA.fasta.zip,186,1140,1092.0
10803_NT_AL_AA.fasta.zip,185,376,364
10804_NT_AL_AA.fasta.zip,149,261,261
10806_NT_AL_AA.fasta.zip,184,720,700.0
10807_NT_AL_AA.fasta.zip,178,448,427.0
10808_NT_AL_AA.fasta.zip,184,935,859.0
10809_NT_AL_AA.fasta.zip,190,295,291.0
1080_NT_AL_AA.fasta.zip,176,1488,1462.0
10810_NT_AL_AA.fasta.zip,183,528,502
10811_NT_AL_AA.fasta.zip,170,473,413.0
10813_NT_AL_AA.fasta.zip,143,815,767
10814_NT_AL_AA.fasta.zip,169,135,134
10815_NT_AL_AA.fasta.zip,179,136,134
10816_NT_AL_AA.fasta.zip,13,89,89
10817_NT_AL_AA.fasta.zip,188,523,493.0
10818_NT_AL_AA.fasta.zip,188,515,508.0
1081_NT_AL_AA.fasta.zip,188,120,120.0
10825_NT_AL_AA.fasta.zip,188,425,420.0
10826_NT_AL_AA.fasta.zip,182,335,318.0
10827_NT_AL_AA.fasta.zip,182,555,491.5
10840_NT_AL_AA.fasta.zip,180,904,902.0
10841_NT_AL_AA.fasta.zip,154,540,535.0
10842_NT_AL_AA.fasta.zip,186,159,155.0
10845_NT_AL_AA.fasta.zip,184,641,633.0
10846_NT_AL_AA.fasta.zip,172,754,754.0
10847_NT_AL_AA.fasta.zip,180,3487,3209.0
10848_NT_AL_AA.fasta.zip,186,942,818.0
10849_NT_AL_AA.fasta.zip,182,605,470.5
10850_NT_AL_AA.fasta.zip,157,121,112
10855_NT_AL_AA.fasta.zip,183,537,530
10856_NT_AL_AA.fasta.zip,184,464,460.0
10857_NT_AL_AA.fasta.zip,179,199,194
10858_NT_AL_AA.fasta.zip,180,509,499.0
10861_NT_AL_AA.fasta.zip,178,710,698.0
10863_NT_AL_AA.fasta.zip,179,761,732
10864_NT_AL_AA.fasta.zip,189,562,537
10865_NT_AL_AA.fasta.zip,178,618,586.0
10867_NT_AL_AA.fasta.zip,184,337,330.0
10868_NT_AL_AA.fasta.zip,190,944,913.0
10869_NT_AL_AA.fasta.zip,188,1387,1359.0
10870_NT_AL_AA.fasta.zip,170,91,79.0
10873_NT_AL_AA.fasta.zip,184,608,604.0
10874_NT_AL_AA.fasta.zip,155,182,165
10875_NT_AL_AA.fasta.zip,184,463,439.0
10880_NT_AL_AA.fasta.zip,181,432,417
10881_NT_AL_AA.fasta.zip,188,446,439.0
10882_NT_AL_AA.fasta.zip,166,262,258.0
10884_NT_AL_AA.fasta.zip,181,462,424
10885_NT_AL_AA.fasta.zip,188,975,943.0
10886_NT_AL_AA.fasta.zip,185,421,419
10887_NT_AL_AA.fasta.zip,184,399,393.0
10888_NT_AL_AA.fasta.zip,182,432,421.0
10890_NT_AL_AA.fasta.zip,188,202,200.0
10891_NT_AL_AA.fasta.zip,190,794,780.0
10892_NT_AL_AA.fasta.zip,183,840,825
10893_NT_AL_AA.fasta.zip,186,580,563.0
10894_NT_AL_AA.fasta.zip,189,336,318
10897_NT_AL_AA.fasta.zip,189,297,293
10898_NT_AL_AA.fasta.zip,189,270,269
10899_NT_AL_AA.fasta.zip,183,146,146
108_NT_AL_AA.fasta.zip,176,1104,1091.0
10900_NT_AL_AA.fasta.zip,184,453,446.0
10902_NT_AL_AA.fasta.zip,150,941,934.0
10903_NT_AL_AA.fasta.zip,186,707,691.0
10904_NT_AL_AA.fasta.zip,168,87,87.0
10905_NT_AL_AA.fasta.zip,183,643,641
10906_NT_AL_AA.fasta.zip,188,603,579.0
10907_NT_AL_AA.fasta.zip,178,146,142.0
10908_NT_AL_AA.fasta.zip,186,1400,1337.0
10910_NT_AL_AA.fasta.zip,183,346,336
10911_NT_AL_AA.fasta.zip,161,132,120
10912_NT_AL_AA.fasta.zip,175,162,159
10913_NT_AL_AA.fasta.zip,164,454,448.0
10914_NT_AL_AA.fasta.zip,184,744,736.0
10915_NT_AL_AA.fasta.zip,188,1216,1096.0
10916_NT_AL_AA.fasta.zip,120,640,593.5
10919_NT_AL_AA.fasta.zip,185,1319,1266
10920_NT_AL_AA.fasta.zip,179,214,209
10921_NT_AL_AA.fasta.zip,185,306,304
10922_NT_AL_AA.fasta.zip,177,570,546
10923_NT_AL_AA.fasta.zip,188,128,127.0
10924_NT_AL_AA.fasta.zip,186,453,447.0
10926_NT_AL_AA.fasta.zip,186,717,674.0
10927_NT_AL_AA.fasta.zip,181,258,258
10928_NT_AL_AA.fasta.zip,183,657,646
10930_NT_AL_AA.fasta.zip,189,239,217
10933_NT_AL_AA.fasta.zip,174,363,360.0
10935_NT_AL_AA.fasta.zip,188,264,257.0
10936_NT_AL_AA.fasta.zip,175,545,540
10938_NT_AL_AA.fasta.zip,186,534,534.0
10939_NT_AL_AA.fasta.zip,178,815,792.0
10940_NT_AL_AA.fasta.zip,187,1093,1011
10943_NT_AL_AA.fasta.zip,180,526,521.0
10944_NT_AL_AA.fasta.zip,174,184,179.0
10945_NT_AL_AA.fasta.zip,179,214,212
10946_NT_AL_AA.fasta.zip,186,509,501.0
10947_NT_AL_AA.fasta.zip,188,418,418.0
10948_NT_AL_AA.fasta.zip,188,452,443.0
10949_NT_AL_AA.fasta.zip,165,327,303
10950_NT_AL_AA.fasta.zip,179,256,251
10951_NT_AL_AA.fasta.zip,182,185,185.0
10952_NT_AL_AA.fasta.zip,185,96,96
10953_NT_AL_AA.fasta.zip,186,312,308.0
10954_NT_AL_AA.fasta.zip,186,528,519.0
10955_NT_AL_AA.fasta.zip,188,477,473.0
10956_NT_AL_AA.fasta.zip,188,711,666.0
10957_NT_AL_AA.fasta.zip,182,350,327.0
10959_NT_AL_AA.fasta.zip,180,209,201.0
10960_NT_AL_AA.fasta.zip,187,372,356
10961_NT_AL_AA.fasta.zip,188,262,261.0
10962_NT_AL_AA.fasta.zip,176,95,90.0
10963_NT_AL_AA.fasta.zip,183,545,543
10964_NT_AL_AA.fasta.zip,136,447,393.5
10966_NT_AL_AA.fasta.zip,162,291,278.0
10969_NT_AL_AA.fasta.zip,189,323,305
109703458_NT_AL_AA.fasta.zip,138,169,168.0
10970_NT_AL_AA.fasta.zip,172,635,572.5
10971_NT_AL_AA.fasta.zip,181,242,242
10972_NT_AL_AA.fasta.zip,190,223,219.0
10973_NT_AL_AA.fasta.zip,180,2218,2202.0
10975_NT_AL_AA.fasta.zip,176,56,56.0
10978_NT_AL_AA.fasta.zip,175,425,425
10979_NT_AL_AA.fasta.zip,187,701,698
10980_NT_AL_AA.fasta.zip,187,322,322
10981_NT_AL_AA.fasta.zip,178,232,224.0
10982_NT_AL_AA.fasta.zip,181,330,326
10983_NT_AL_AA.fasta.zip,187,389,375
10985_NT_AL_AA.fasta.zip,185,2675,2666
10987_NT_AL_AA.fasta.zip,187,335,334
10988_NT_AL_AA.fasta.zip,183,489,478
10989_NT_AL_AA.fasta.zip,187,767,754
10991_NT_AL_AA.fasta.zip,186,509,504.0
10992_NT_AL_AA.fasta.zip,190,918,895.0
10993_NT_AL_AA.fasta.zip,183,332,328
10994_NT_AL_AA.fasta.zip,187,660,631
10998_NT_AL_AA.fasta.zip,184,734,686.0
10999_NT_AL_AA.fasta.zip,188,648,642.0
109_NT_AL_AA.fasta.zip,186,1202,1143.0
11000_NT_AL_AA.fasta.zip,183,967,655
11001_NT_AL_AA.fasta.zip,178,620,620.0
11004_NT_AL_AA.fasta.zip,190,741,718.0
11005_NT_AL_AA.fasta.zip,181,1803,1043
11007_NT_AL_AA.fasta.zip,183,204,201
11009_NT_AL_AA.fasta.zip,178,178,175.0
11010_NT_AL_AA.fasta.zip,181,268,262
110117498_NT_AL_AA.fasta.zip,125,118,92
11011_NT_AL_AA.fasta.zip,187,750,750
11014_NT_AL_AA.fasta.zip,179,212,212
11015_NT_AL_AA.fasta.zip,184,217,214.0
11017_NT_AL_AA.fasta.zip,184,160,155.0
11018_NT_AL_AA.fasta.zip,189,242,227
11019_NT_AL_AA.fasta.zip,189,371,371
1101_NT_AL_AA.fasta.zip,178,365,359.0
11020_NT_AL_AA.fasta.zip,187,192,184
11021_NT_AL_AA.fasta.zip,171,199,198
11022_NT_AL_AA.fasta.zip,187,570,552
11023_NT_AL_AA.fasta.zip,182,350,332.0
1102_NT_AL_AA.fasta.zip,181,537,537
11030_NT_AL_AA.fasta.zip,101,226,204
11031_NT_AL_AA.fasta.zip,175,199,194
11033_NT_AL_AA.fasta.zip,179,362,358
11034_NT_AL_AA.fasta.zip,183,168,164
11035_NT_AL_AA.fasta.zip,166,500,465.0
11036_NT_AL_AA.fasta.zip,160,502,473.0
11037_NT_AL_AA.fasta.zip,165,750,729
1103_NT_AL_AA.fasta.zip,189,644,637
11040_NT_AL_AA.fasta.zip,150,317,310.0
11041_NT_AL_AA.fasta.zip,189,419,415
11043_NT_AL_AA.fasta.zip,180,718,715.0
11044_NT_AL_AA.fasta.zip,178,562,553.0
11045_NT_AL_AA.fasta.zip,189,256,251
11046_NT_AL_AA.fasta.zip,182,337,321.0
11047_NT_AL_AA.fasta.zip,180,410,406.0
1104_NT_AL_AA.fasta.zip,187,455,440
11051_NT_AL_AA.fasta.zip,183,230,227
11052_NT_AL_AA.fasta.zip,185,593,589
11054_NT_AL_AA.fasta.zip,184,667,447.5
11055_NT_AL_AA.fasta.zip,178,366,348.0
11056_NT_AL_AA.fasta.zip,189,608,597
11057_NT_AL_AA.fasta.zip,187,429,424
11059_NT_AL_AA.fasta.zip,166,938,920.0
1105_NT_AL_AA.fasta.zip,184,1844,1796.5
11060_NT_AL_AA.fasta.zip,187,884,870
11061_NT_AL_AA.fasta.zip,187,346,334
11062_NT_AL_AA.fasta.zip,173,316,315
11063_NT_AL_AA.fasta.zip,178,842,750.0
11064_NT_AL_AA.fasta.zip,189,2438,2318
11065_NT_AL_AA.fasta.zip,188,182,179.0
11066_NT_AL_AA.fasta.zip,174,253,246.0
11067_NT_AL_AA.fasta.zip,178,220,200.0
11068_NT_AL_AA.fasta.zip,190,219,219.0
11069_NT_AL_AA.fasta.zip,182,1016,1011.0
1106_NT_AL_AA.fasta.zip,187,1840,1809
11070_NT_AL_AA.fasta.zip,187,355,351
11072_NT_AL_AA.fasta.zip,190,199,198.0
11073_NT_AL_AA.fasta.zip,184,1592,1513.0
11075_NT_AL_AA.fasta.zip,170,180,179.0
11076_NT_AL_AA.fasta.zip,179,222,220
11077_NT_AL_AA.fasta.zip,181,331,321
11078_NT_AL_AA.fasta.zip,158,3462,1940.5
11079_NT_AL_AA.fasta.zip,179,196,196
1107_NT_AL_AA.fasta.zip,182,2292,1982.0
110806290_NT_AL_AA.fasta.zip,16,77,56.0
110806296_NT_AL_AA.fasta.zip,135,211,185
11080_NT_AL_AA.fasta.zip,186,336,334.0
11081_NT_AL_AA.fasta.zip,190,354,351.5
11082_NT_AL_AA.fasta.zip,183,188,184
11083_NT_AL_AA.fasta.zip,186,2634,2156.0
11086_NT_AL_AA.fasta.zip,118,715,703.0
1108_NT_AL_AA.fasta.zip,183,1987,1937
11091_NT_AL_AA.fasta.zip,173,337,334
11092_NT_AL_AA.fasta.zip,188,235,214.5
11093_NT_AL_AA.fasta.zip,180,1548,1329.0
11094_NT_AL_AA.fasta.zip,183,181,171
11095_NT_AL_AA.fasta.zip,170,938,873.0
11096_NT_AL_AA.fasta.zip,182,969,925.0
11097_NT_AL_AA.fasta.zip,187,459,413
11098_NT_AL_AA.fasta.zip,186,394,378.0
11099_NT_AL_AA.fasta.zip,185,1221,1151
11100_NT_AL_AA.fasta.zip,184,912,855.5
11101_NT_AL_AA.fasta.zip,187,577,521
11102_NT_AL_AA.fasta.zip,176,124,124.0
11103_NT_AL_AA.fasta.zip,183,404,380
11104_NT_AL_AA.fasta.zip,187,496,491
111064647_NT_AL_AA.fasta.zip,109,797,706
111064649_NT_AL_AA.fasta.zip,124,133,130.0
11107_NT_AL_AA.fasta.zip,165,642,630
11108_NT_AL_AA.fasta.zip,181,814,801
11112_NT_AL_AA.fasta.zip,173,337,336
11113_NT_AL_AA.fasta.zip,147,2119,2067
11116_NT_AL_AA.fasta.zip,171,418,397
11117_NT_AL_AA.fasta.zip,185,1074,1012
1111_NT_AL_AA.fasta.zip,186,477,476.0
11122_NT_AL_AA.fasta.zip,175,1578,1428
11123_NT_AL_AA.fasta.zip,187,248,241
11124_NT_AL_AA.fasta.zip,176,670,649.0
11126_NT_AL_AA.fasta.zip,153,191,174
11127_NT_AL_AA.fasta.zip,189,726,722
11128_NT_AL_AA.fasta.zip,178,1399,1390.0
11129_NT_AL_AA.fasta.zip,185,722,672
1112_NT_AL_AA.fasta.zip,174,521,485.0
11130_NT_AL_AA.fasta.zip,179,249,232
11131_NT_AL_AA.fasta.zip,155,696,685
11132_NT_AL_AA.fasta.zip,183,668,638
11133_NT_AL_AA.fasta.zip,187,448,430
11135_NT_AL_AA.fasta.zip,187,508,350
11136_NT_AL_AA.fasta.zip,178,491,486.0
11137_NT_AL_AA.fasta.zip,186,517,500.0
11138_NT_AL_AA.fasta.zip,187,1179,1144
1113_NT_AL_AA.fasta.zip,187,513,434
11140_NT_AL_AA.fasta.zip,151,387,379
11141_NT_AL_AA.fasta.zip,170,676,670.0
11142_NT_AL_AA.fasta.zip,180,78,76.0
11143_NT_AL_AA.fasta.zip,187,611,607
11144_NT_AL_AA.fasta.zip,185,340,340
11145_NT_AL_AA.fasta.zip,54,177,161.0
11146_NT_AL_AA.fasta.zip,188,607,595.0
11148_NT_AL_AA.fasta.zip,169,312,291
11149_NT_AL_AA.fasta.zip,187,367,360
1114_NT_AL_AA.fasta.zip,186,725,662.5
11151_NT_AL_AA.fasta.zip,187,464,461
11152_NT_AL_AA.fasta.zip,184,364,361.0
11153_NT_AL_AA.fasta.zip,189,466,458
11154_NT_AL_AA.fasta.zip,185,148,141
11155_NT_AL_AA.fasta.zip,187,920,708
11156_NT_AL_AA.fasta.zip,178,178,173.0
11157_NT_AL_AA.fasta.zip,182,84,80.0
11158_NT_AL_AA.fasta.zip,158,230,220.0
11160_NT_AL_AA.fasta.zip,187,342,339
11161_NT_AL_AA.fasta.zip,176,142,138.0
11162_NT_AL_AA.fasta.zip,178,295,286.0
11163_NT_AL_AA.fasta.zip,187,182,180
11164_NT_AL_AA.fasta.zip,185,221,219
11166_NT_AL_AA.fasta.zip,168,288,275.0
11167_NT_AL_AA.fasta.zip,188,308,306.0
11168_NT_AL_AA.fasta.zip,185,547,530
11169_NT_AL_AA.fasta.zip,189,1166,1124
1116_NT_AL_AA.fasta.zip,175,387,372
11170_NT_AL_AA.fasta.zip,187,151,145
11171_NT_AL_AA.fasta.zip,180,351,350.0
11172_NT_AL_AA.fasta.zip,165,215,195
11173_NT_AL_AA.fasta.zip,172,1722,1586.5
